#BJD	p/s	type	error	ref
2454195.411394	1	ccd	6.00E-05	zasche	et	al	2011
2454211.16991	1	ccd	7.00E-05	qian	et	al	2012
2454515.530946	1	ccd	0.00019	lohr	et	al	2014
2454524.521364	1	ccd	0.000146	lohr	et	al	2014
2454527.552136	1	ccd	0.000197	lohr	et	al	2014
2454530.582403	1	ccd	0.000207	lohr	et	al	2014
2454533.511823	1	ccd	0.000185	lohr	et	al	2014
2454534.521961	1	ccd	0.000124	lohr	et	al	2014
2454536.542323	1	ccd	0.000192	lohr	et	al	2014
2454539.572906	1	ccd	0.000242	lohr	et	al	2014
2454541.593014	1	ccd	0.000184	lohr	et	al	2014
2454545.532677	1	ccd	0.000246	lohr	et	al	2014
2454556.543571	1	ccd	9.30E-05	lohr	et	al	2014
2454558.5639	1	ccd	0.000271	lohr	et	al	2014
2454570.584607	1	ccd	0.00014	lohr	et	al	2014
2454571.594661	1	ccd	0.00011	lohr	et	al	2014
2454573.514006	1	ccd	0.000331	lohr	et	al	2014
2454579.575172	1	ccd	0.000227	lohr	et	al	2014
2454580.585363	1	ccd	0.000131	lohr	et	al	2014
2454581.595448	1	ccd	0.000179	lohr	et	al	2014
2454585.534859	1	ccd	0.000108	lohr	et	al	2014
2454587.555663	1	ccd	0.000122	lohr	et	al	2014
2454591.596363	1	ccd	0.000139	lohr	et	al	2014
2454612.506007	1	ccd	5.70E-05	lohr	et	al	2014
2454614.526895	1	ccd	0.000224	lohr	et	al	2014
2454619.577523	1	ccd	0.000302	lohr	et	al	2014
2454620.587177	1	ccd	0.000241	lohr	et	al	2014
2454623.517018	1	ccd	9.90E-05	lohr	et	al	2014
2454624.527388	1	ccd	0.000173	lohr	et	al	2014
2454626.547412	1	ccd	8.60E-05	lohr	et	al	2014
2454627.557781	1	ccd	9.00E-05	lohr	et	al	2014
2454628.567688	1	ccd	0.000141	lohr	et	al	2014
2454640.588794	1	ccd	0.00021	lohr	et	al	2014
2454641.497706	1	ccd	0.000183	lohr	et	al	2014
2454642.508096	1	ccd	9.60E-05	lohr	et	al	2014
2454643.518151	1	ccd	9.70E-05	lohr	et	al	2014
2454644.528205	1	ccd	0.000125	lohr	et	al	2014
2454646.548608	1	ccd	6.60E-05	lohr	et	al	2014
2454647.558831	1	ccd	7.30E-05	lohr	et	al	2014
2454648.568927	1	ccd	6.60E-05	lohr	et	al	2014
2454649.57917	1	ccd	0.00011	lohr	et	al	2014
2454650.589266	1	ccd	0.000128	lohr	et	al	2014
2454651.498304	1	ccd	0.000235	lohr	et	al	2014
2454662.509167	1	ccd	0.000181	lohr	et	al	2014
2454879.592622	1	ccd	0.00013	lohr	et	al	2014
2454881.511757	1	ccd	0.00013	lohr	et	al	2014
2454884.542193	1	ccd	0.000151	lohr	et	al	2014
2454892.522325	1	ccd	0.00013	lohr	et	al	2014
2454893.532674	1	ccd	7.40E-05	lohr	et	al	2014
2454894.542896	1	ccd	6.70E-05	lohr	et	al	2014
2454895.552803	1	ccd	0.000153	lohr	et	al	2014
2454906.56375	1	ccd	0.00022	lohr	et	al	2014
2454907.573509	1	ccd	0.000198	lohr	et	al	2014
2454910.503288	1	ccd	0.000108	lohr	et	al	2014
2454911.513531	1	ccd	0.000137	lohr	et	al	2014
2454912.523711	1	ccd	9.80E-05	lohr	et	al	2014
2454913.53386	1	ccd	9.30E-05	lohr	et	al	2014
2454914.54384	1	ccd	0.000101	lohr	et	al	2014
2454915.554042	1	ccd	0.000103	lohr	et	al	2014
2454917.574213	1	ccd	0.000224	lohr	et	al	2014
2454918.584562	1	ccd	0.000106	lohr	et	al	2014
2454919.594847	1	ccd	9.50E-05	lohr	et	al	2014
2454920.503801	1	ccd	0.000122	lohr	et	al	2014
2454921.514045	1	ccd	0.000122	lohr	et	al	2014
2454922.524593	1	ccd	0.000141	lohr	et	al	2014
2454923.534153	1	ccd	0.00014	lohr	et	al	2014
2454924.544625	1	ccd	4.00E-05	lohr	et	al	2014
2454925.554598	1	ccd	0.000119	lohr	et	al	2014
2454928.585265	1	ccd	0.000261	lohr	et	al	2014
2454935.555302	1	ccd	0.000224	lohr	et	al	2014
2454936.565461	1	ccd	0.000212	lohr	et	al	2014
2454937.575325	1	ccd	0.000239	lohr	et	al	2014
2454939.596075	1	ccd	0.000112	lohr	et	al	2014
2454940.504808	1	ccd	0.000261	lohr	et	al	2014
2454941.515262	1	ccd	0.00023	lohr	et	al	2014
2454942.525464	1	ccd	0.000101	lohr	et	al	2014
2454944.545635	1	ccd	0.000145	lohr	et	al	2014
2454945.556057	1	ccd	0.000106	lohr	et	al	2014
2454946.565995	1	ccd	0.000128	lohr	et	al	2014
2454949.596452	1	ccd	0.000118	lohr	et	al	2014
2454950.50552	1	ccd	0.000227	camurdan	et	al	2012
2454950.505638	1	ccd	0.000168	lohr	et	al	2014
2454953.536158	1	ccd	0.000137	lohr	et	al	2014
2454955.556476	1	ccd	0.000163	lohr	et	al	2014
2454956.566677	1	ccd	0.000285	lohr	et	al	2014
2454961.516269	1	ccd	0.000206	lohr	et	al	2014
2454962.526618	1	ccd	0.000279	lohr	et	al	2014
2454963.536672	1	ccd	0.00021	lohr	et	al	2014
2454964.546895	1	ccd	0.000119	lohr	et	al	2014
2454965.557054	1	ccd	0.000136	lohr	et	al	2014
2454966.566897	1	ccd	0.000252	lohr	et	al	2014
2454967.47626	1	ccd	8.80E-05	camurdan	et	al	2012
2454967.577351	1	ccd	0.000198	lohr	et	al	2014
2454968.587626	1	ccd	0.000116	lohr	et	al	2014
2454969.496633	1	ccd	7.60E-05	lohr	et	al	2014
2454970.506713	1	ccd	7.00E-05	lohr	et	al	2014
2454971.51693	1	ccd	0.000116	lohr	et	al	2014
2454972.527111	1	ccd	0.000179	lohr	et	al	2014
2454973.537396	1	ccd	0.000125	lohr	et	al	2014
2454974.547408	1	ccd	0.000139	lohr	et	al	2014
2454975.557399	1	ccd	0.000159	lohr	et	al	2014
2454976.567621	1	ccd	0.000269	lohr	et	al	2014
2454977.577812	1	ccd	0.000114	lohr	et	al	2014
2454978.588003	1	ccd	8.90E-05	lohr	et	al	2014
2454979.497167	1	ccd	0.000117	lohr	et	al	2014
2454980.507454	1	ccd	6.50E-05	lohr	et	al	2014
2454981.517403	1	ccd	0.000144	lohr	et	al	2014
2454982.527583	1	ccd	0.000165	lohr	et	al	2014
2454983.537995	1	ccd	0.000184	lohr	et	al	2014
2454984.547944	1	ccd	0.000208	lohr	et	al	2014
2454992.528139	1	ccd	0.000242	lohr	et	al	2014
2454995.558785	1	ccd	0.00017	lohr	et	al	2014
2455000.508565	1	ccd	0.000124	lohr	et	al	2014
2455001.518641	1	ccd	0.000115	lohr	et	al	2014
2455009.498941	1	ccd	0.0001	lohr	et	al	2014
2455010.509205	1	ccd	0.00014	lohr	et	al	2014
2455011.519217	1	ccd	0.000124	lohr	et	al	2014
2455020.509846	1	ccd	0.000246	lohr	et	al	2014
2455021.519627	1	ccd	0.00023	lohr	et	al	2014
2455022.530207	1	ccd	9.60E-05	lohr	et	al	2014
2455240.522088	1	ccd	0.00011	lohr	et	al	2014
2455246.583286	1	ccd	0.000107	lohr	et	al	2014
2455247.593571	1	ccd	8.50E-05	lohr	et	al	2014
2455248.502762	1	ccd	6.40E-05	lohr	et	al	2014
2455249.512732	1	ccd	5.60E-05	lohr	et	al	2014
2455254.563249	1	ccd	0.000311	lohr	et	al	2014
2455255.573787	1	ccd	0.00028	lohr	et	al	2014
2455256.583631	1	ccd	0.00029	lohr	et	al	2014
2455267.594631	1	ccd	0.000116	lohr	et	al	2014
2455268.503869	1	ccd	0.000106	lohr	et	al	2014
2455269.514049	1	ccd	0.000106	lohr	et	al	2014
2455270.524082	1	ccd	0.000121	lohr	et	al	2014
2455273.554497	1	ccd	0.000176	lohr	et	al	2014
2455274.564803	1	ccd	0.000141	lohr	et	al	2014
2455275.574773	1	ccd	0.000124	lohr	et	al	2014
2455276.585059	1	ccd	0.00012	lohr	et	al	2014
2455277.595229	1	ccd	0.000102	lohr	et	al	2014
2455278.504509	1	ccd	0.000115	lohr	et	al	2014
2455279.514479	1	ccd	0.000104	lohr	et	al	2014
2455280.52489	1	ccd	0.000209	lohr	et	al	2014
2455281.534692	1	ccd	0.00021	lohr	et	al	2014
2455282.545209	1	ccd	0.000287	lohr	et	al	2014
2455290.525046	1	ccd	0.00035	lohr	et	al	2014
2455291.535332	1	ccd	0.000241	lohr	et	al	2014
2455292.545534	1	ccd	0.000225	lohr	et	al	2014
2455293.555757	1	ccd	0.000144	lohr	et	al	2014
2455294.565874	1	ccd	0.0002	lohr	et	al	2014
2455295.576286	1	ccd	0.000191	lohr	et	al	2014
2455297.59652	1	ccd	7.50E-05	lohr	et	al	2014
2455298.505621	1	ccd	0.000102	lohr	et	al	2014
2455299.515612	1	ccd	0.000117	lohr	et	al	2014
2455300.525898	1	ccd	0.000126	lohr	et	al	2014
2455304.566493	1	ccd	8.20E-05	lohr	et	al	2014
2455307.597118	1	ccd	0.000187	lohr	et	al	2014
2455308.506135	1	ccd	0.000194	lohr	et	al	2014
2455310.526369	1	ccd	0.000183	lohr	et	al	2014
2455311.53636	1	ccd	0.000269	lohr	et	al	2014
2455317.496426	1	ccd	0.000293	lohr	et	al	2014
2455318.506501	1	ccd	0.000201	lohr	et	al	2014
2455319.516745	1	ccd	0.000168	lohr	et	al	2014
2455321.537148	1	ccd	0.000159	lohr	et	al	2014
2455322.547265	1	ccd	0.000114	lohr	et	al	2014
2455324.567542	1	ccd	0.000132	lohr	et	al	2014
2455329.517385	1	ccd	9.70E-05	lohr	et	al	2014
2455330.527945	1	ccd	0.000233	lohr	et	al	2014
2455331.537956	1	ccd	0.000155	lohr	et	al	2014
2455332.548032	1	ccd	0.000136	lohr	et	al	2014
2455333.558149	1	ccd	0.00019	lohr	et	al	2014
2455334.568392	1	ccd	0.000185	lohr	et	al	2014
2455335.578509	1	ccd	0.000127	lohr	et	al	2014
2455336.588669	1	ccd	0.000173	lohr	et	al	2014
2455337.49777	1	ccd	0.000192	lohr	et	al	2014
2455338.507824	1	ccd	0.000178	lohr	et	al	2014
2455339.518109	1	ccd	0.000245	lohr	et	al	2014
2455344.569032	1	ccd	0.000228	lohr	et	al	2014
2455346.588761	1	ccd	0.000198	lohr	et	al	2014
2455347.498578	1	ccd	0.000234	lohr	et	al	2014
2455348.508443	1	ccd	0.00013	lohr	et	al	2014
2455349.518644	1	ccd	0.000199	lohr	et	al	2014
2455350.52893	1	ccd	0.000146	lohr	et	al	2014
2455351.538878	1	ccd	0.000113	lohr	et	al	2014
2455352.549027	1	ccd	0.000214	lohr	et	al	2014
2455353.559155	1	ccd	0.00012	lohr	et	al	2014
2455355.579831	1	ccd	0.000109	lohr	et	al	2014
2455359.518885	1	ccd	0.000208	lohr	et	al	2014
2455360.529486	1	ccd	9.80E-05	lohr	et	al	2014
2455365.580051	1	ccd	0.000117	lohr	et	al	2014
2455367.19638	1	ccd	5.00E-05	kilkenny	2011		
2455367.29733	1	ccd	3.00E-05	kilkenny	2011		
2455367.49927	1	ccd	0.000231	lohr	et	al	2014
2455368.20648	1	ccd	6.00E-05	kilkenny	2011		
2455369.21663	1	ccd	5.00E-05	kilkenny	2011		
2455372.550403	1	ccd	0.000289	lohr	et	al	2014
2455373.560436	1	ccd	0.000291	lohr	et	al	2014
2455374.570721	1	ccd	0.000336	lohr	et	al	2014
2455375.580586	1	ccd	0.000221	lohr	et	al	2014
2455378.510195	1	ccd	0.000113	lohr	et	al	2014
2455379.520333	1	ccd	0.000101	lohr	et	al	2014
2455380.530619	1	ccd	0.000128	lohr	et	al	2014
2455384.571045	1	ccd	0.000178	lohr	et	al	2014
2455385.581541	1	ccd	0.000138	lohr	et	al	2014
2455386.591317	1	ccd	4.00E-05	lohr	et	al	2014
2455390.531153	1	ccd	0.000129	lohr	et	al	2014
2455589.93642	1	ccd	0.0003	lee	et	al	2014
2455590.03749	1	ccd	0.0004	lee	et	al	2014
2455609.533642	1	ccd	0.0003	lohr	et	al	2014
2455610.543381	1	ccd	0.000216	lohr	et	al	2014
2455616.50351	1	ccd	0.000112	lohr	et	al	2014
2455617.513817	1	ccd	0.000209	lohr	et	al	2014
2455618.524187	1	ccd	0.000133	lohr	et	al	2014
2455619.534199	1	ccd	0.000118	lohr	et	al	2014
2455620.544127	1	ccd	0.000173	lohr	et	al	2014
2455621.554349	1	ccd	0.000138	lohr	et	al	2014
2455622.564614	1	ccd	0.000129	lohr	et	al	2014
2455623.574815	1	ccd	0.000125	lohr	et	al	2014
2455644.586212	1	ccd	0.000283	lohr	et	al	2014
2455646.505473	1	ccd	0.000209	lohr	et	al	2014
2455648.525496	1	ccd	0.000149	lohr	et	al	2014
2455649.535866	1	ccd	0.000119	lohr	et	al	2014
2455709.64037	1	ccd	1.00E-05	qian	et	al	2012
2455711.55967	1	ccd	1.00E-05	qian	et	al	2012
2455711.6607	1	ccd	1.00E-05	qian	et	al	2012
2455712.56984	1	ccd	2.00E-05	qian	et	al	2012
2455733.37916	1	ccd	9.60E-05	camurdan	et	al	2012
2455734.28823	1	ccd	5.20E-05	camurdan	et	al	2012
2455734.38928	1	ccd	4.80E-05	camurdan	et	al	2012
2455958.94764	1	ccd	0.0002	lee	et	al	2014
2455959.04873	1	ccd	0.0002	lee	et	al	2014
2455959.9578	1	ccd	0.0001	lee	et	al	2014
2455979.554954	1	ccd	2.20E-05	AAVSO	2012		
2455979.655983	1	ccd	3.40E-05	AAVSO	2012		
2456346.95002	1	ccd	0.0004	lee	et	al	2014
2456358.9709	1	ccd	0.0003	lee	et	al	2014
2456372.60808	1	ccd	3.00E-05	kilkenny	2014		
2456376.85068	1	ccd	0.0003	lee	et	al	2014
2456376.95174	1	ccd	0.0004	lee	et	al	2014
2456398.468209	1	ccd	2.30E-05	kubicki	2015		
2456398.569227	1	ccd	2.10E-05	kubicki	2015		
2456404.529209	1	ccd	1.90E-05	kubicki	2015		
2456457.6635	1	ccd	0.0002	lee	et	al	2014
2456457.76445	1	ccd	0.0003	lee	et	al	2014
2456458.67367	1	ccd	0.0003	lee	et	al	2014
2456458.77466	1	ccd	0.0003	lee	et	al	2014
2456690.60639	1	ccd	2.00E-05	kilkenny	2014		
2456693.53586	1	ccd	6.00E-05	kilkenny	2014		
2456715.55733	1	ccd	4.00E-05	kilkenny	2014		
2456724.95176	1	ccd	0.0003	lee	et	al	2014
2456772.4293	1	ccd	4.00E-05	kilkenny	2014		
2456776.46996	1	ccd	5.00E-05	kilkenny	2014		
2456801.72384	1	ccd	0.0003	lee	et	al	2014
2456801.82488	1	ccd	0.0003	lee	et	al	2014
2457106.59016602	1	ccd	2.00E-05	Er	et	al.	2021
2457124.874069	1	ccd	3.00E-05	pulley	et	al.	2016
2457132.955342	1	ccd	2.00E-05	pulley	et	al.	2016
2457136.490905	1	ccd	2.00E-05	pulley	et	al.	2016
2457140.329521	1	ccd	8.00E-06	kozlowski	et	al.	2017
2457155.4819	1	ccd	0.00012	pulley	et	al.	2016
2457159.421552	1	ccd	2.90E-05	AAVSO	2015		
2457164.27030094	1	ccd	4.00E-05	Er	et	al.	2021
2457166.29062431	1	ccd	2.50E-05	Er	et	al.	2021
2457166.39160098	1	ccd	3.50E-05	Er	et	al.	2021
2457167.4017711	1	ccd	2.90E-05	Er	et	al.	2021
2457183.36230206	1	ccd	2.50E-05	Er	et	al.	2021
2457185.786722	1	ccd	3.00E-05	pulley	et	al.	2016
2457190.3324436	1	ccd	3.20E-05	Er	et	al.	2021
2457215.28335196	1	ccd	3.90E-05	Er	et	al.	2021
2457426.60878934	1	ccd	2.00E-05	Er	et	al.	2021
2457427.51795321	1	ccd	2.00E-05	Er	et	al.	2021
2457434.99314	1	ccd	5.00E-05	pulley	et	al.	2016
2457455.49935982	1	ccd	2.00E-05	Er	et	al.	2021
2457460.44915993	1	ccd	3.10E-05	Er	et	al.	2021
2457461.56033401	1	ccd	2.60E-05	Er	et	al.	2021
2457463.984712	1	ccd	3.00E-05	pulley	et	al.	2016
2457483.37968035	1	ccd	2.10E-05	Er	et	al.	2021
2457483.480707	1	ccd	5.00E-05	pulley	et	al.	2016
2457485.501089	1	ccd	3.00E-05	pulley	et	al.	2016
2457485.50109158	1	ccd	3.30E-05	Er	et	al.	2021
2457492.57218392	1	ccd	4.60E-05	Er	et	al.	2021
2457509.845972	1	ccd	5.00E-05	pulley	et	al.	2016
2457511.462217	1	ccd	2.00E-05	AAVSO	2016		
2457518.33133018	1	ccd	1.90E-05	Er	et	al.	2021
2457520.35158669	1	ccd	2.20E-05	Er	et	al.	2021
2457543.38330533	1	ccd	3.30E-05	Er	et	al.	2021
2457544.29238771	1	ccd	2.30E-05	Er	et	al.	2021
2457547.32290867	1	ccd	2.60E-05	Er	et	al.	2021
2457595.002438	1	ccd	5.00E-05	pulley	et	al.	2016
2457775.5180264	1	ccd	3.20E-05	Er	et	al.	2021
2457783.5992412	1	ccd	3.40E-05	Er	et	al.	2021
2457787.53891535	1	ccd	4.00E-05	Er	et	al.	2021
2457809.156294	1	ccd	2.00E-05	pulley	et	al.	2016
2457809.45933422	1	ccd	3.40E-05	Er	et	al.	2021
2457810.46952658	1	ccd	2.90E-05	Er	et	al.	2021
2457836.53167194	1	ccd	4.10E-05	Er	et	al.	2021
2457838.55195223	1	ccd	3.00E-05	Er	et	al.	2021
2457845.117989	1	ccd	5.00E-05	pulley	et	al.	2016
2457851.582955	1	ccd	1.10E-05	basturk	et	al.	2018
2457851.58295585	1	ccd	0.00002948	Ours	T100_170407		
2457870.2709666	1	ccd	2.70E-05	Er	et	al.	2021
2457874.41260015	1	ccd	2.30E-05	Er	et	al.	2021
2457896.03004	1	ccd	6.00E-05	pulley	et	al.	2016
2457902.2930743	1	ccd	2.90E-05	Er	et	al.	2021
2457915.32405776	1	ccd	2.00E-05	Er	et	al.	2021
2457916.33425185	1	ccd	1.60E-05	Er	et	al.	2021
2457917.34439863	1	ccd	0.00001801	Ours	T100_170612		
2457918.35453319	1	ccd	3.60E-05	Er	et	al.	2021
2457924.011424	1	ccd	3.00E-05	pulley	et	al.	2016
2457943.30549231	1	ccd	1.80E-05	Er	et	al.	2021
2458142.913026	1	ccd	9.00E-05	song	et	al.	2019
2458143.01408	1	ccd	5.00E-05	song	et	al.	2019
2458143.923178	1	ccd	2.00E-05	song	et	al.	2019
2458145.94357	1	ccd	3.00E-05	song	et	al.	2019
2458146.953672	1	ccd	3.00E-05	song	et	al.	2019
2458147.963801	1	ccd	3.00E-05	song	et	al.	2019
2458159.98474	1	ccd	5.00E-05	song	et	al.	2019
2458180.995988	1	ccd	5.00E-05	song	et	al.	2019
2458190.895673	1	ccd	2.00E-05	song	et	al.	2019
2458193.825018	1	ccd	2.00E-05	song	et	al.	2019
2458201.906339	1	ccd	6.00E-05	song	et	al.	2019
2458202.916509	1	ccd	2.00E-05	song	et	al.	2019
2458204.936869	1	ccd	5.00E-05	song	et	al.	2019
2458205.947009	1	ccd	6.00E-05	song	et	al.	2019
2458206.957149	1	ccd	2.00E-05	song	et	al.	2019
2458226.756344	1	ccd	1.00E-05	song	et	al.	2019
2458228.37255655	1	ccd	0.00001930	Ours	T100_180419		
2458228.47357796	1	ccd	0.00001741	Ours	T100_180419		
2458233.9284	1	ccd	5.00E-05	song	et	al.	2019
2458236.85791	1	ccd	3.00E-05	song	et	al.	2019
2458242.41380311	1	ccd	0.00005024	Ours	T100_180503		
2458310.29650774	1	ccd	1.10E-05	Er	et	al.	2021
2458533.64275461	1	ccd	0.00002757	Ours	T100_190218		
2458534.55188918	1	ccd	0.00003466	Ours	T100_190219		
2458546.87594	1	ccd	4E-05	pulley et al. 2022			
2458553.54295666	1	ccd	0.00001632	Ours	T100_190310		
2458580.91825	1	ccd	7E-05	pulley et al. 2022			
2458617.38493	1	ccd	3E-05	pulley et al. 2022			
2458629.30492602	1	ccd	1.20E-05	Er	et	al.	2021
2458629.40592114	1	ccd	1.30E-05	Er	et	al.	2021
2458691.9348	1	ccd	5E-05	pulley et al. 2022			
2458692.94499	1	ccd	8E-05	pulley et al. 2022			
2458853.66135258	1	ccd	4.00E-05	Er	et	al.	2021
2458877.19821	1	ccd	9E-05	pulley et al. 2022			
2458907.09884	1	ccd	4E-05	pulley et al. 2022			
2458907.19987	1	ccd	3E-05	pulley et al. 2022			
2458911.5435783	1	ccd	1.00E-05	Er	et	al.	2021
2458912.45273522	1	ccd	1.10E-05	Er	et	al.	2021
2458929.82738947	1	ccd	0.00007951	TESS			
2458929.92844781	1	ccd	0.00007914	TESS			
2458930.02954190	1	ccd	0.00007162	TESS			
2458930.13050841	1	ccd	0.00006902	TESS			
2458930.23164622	1	ccd	0.00006725	TESS			
2458930.33263601	1	ccd	0.00007019	TESS			
2458930.43345019	1	ccd	0.00007204	TESS			
2458930.53455264	1	ccd	0.00006699	TESS			
2458930.63564109	1	ccd	0.00006804	TESS			
2458930.73662455	1	ccd	0.00006602	TESS			
2458930.83766392	1	ccd	0.00006619	TESS			
2458930.93870874	1	ccd	0.00006624	TESS			
2458931.03962375	1	ccd	0.00006593	TESS			
2458931.14065315	1	ccd	0.00006418	TESS			
2458931.24164271	1	ccd	0.00006424	TESS			
2458931.34272189	1	ccd	0.00006607	TESS			
2458931.44377734	1	ccd	0.00006343	TESS			
2458931.54483624	1	ccd	0.00006648	TESS			
2458931.64583191	1	ccd	0.00006251	TESS			
2458931.74677597	1	ccd	0.00006333	TESS			
2458931.84779292	1	ccd	0.00006513	TESS			
2458931.94874860	1	ccd	0.00006297	TESS			
2458932.04986016	1	ccd	0.00006270	TESS			
2458932.15091474	1	ccd	0.00006445	TESS			
2458932.25189146	1	ccd	0.00006465	TESS			
2458932.35298249	1	ccd	0.00006246	TESS			
2458932.45382279	1	ccd	0.00006267	TESS			
2458932.55497021	1	ccd	0.00006337	TESS			
2458932.65592870	1	ccd	0.00006103	TESS			
2458932.75690424	1	ccd	0.00006256	TESS			
2458932.85799591	1	ccd	0.00006231	TESS			
2458932.95896047	1	ccd	0.00006114	TESS			
2458933.05998832	1	ccd	0.00006290	TESS			
2458933.16098213	1	ccd	0.00006248	TESS			
2458933.26200155	1	ccd	0.00006101	TESS			
2458933.36303369	1	ccd	0.00006017	TESS			
2458933.46407970	1	ccd	0.00006199	TESS			
2458933.56506363	1	ccd	0.00006291	TESS			
2458933.66611384	1	ccd	0.00008573	TESS			
2458933.76715977	1	ccd	0.00006688	TESS			
2458933.86821172	1	ccd	0.00007351	TESS			
2458933.96910937	1	ccd	0.00006345	TESS			
2458934.07022749	1	ccd	0.00006879	TESS			
2458934.17118337	1	ccd	0.00006131	TESS			
2458934.27227304	1	ccd	0.00007467	TESS			
2458934.37328995	1	ccd	0.00007351	TESS			
2458934.47422387	1	ccd	0.00009193	TESS			
2458934.57529826	1	ccd	0.00006769	TESS			
2458934.67619603	1	ccd	0.00006501	TESS			
2458934.77720914	1	ccd	0.00006445	TESS			
2458934.87827471	1	ccd	0.00006021	TESS			
2458934.97923343	1	ccd	0.00006083	TESS			
2458935.08028692	1	ccd	0.00009306	TESS			
2458935.18125883	1	ccd	0.00009335	TESS			
2458935.28235688	1	ccd	0.00011193	TESS			
2458935.38340957	1	ccd	0.00007365	TESS			
2458935.58524707	1	ccd	0.00022960	TESS			
2458935.68647327	1	ccd	0.00009160	TESS			
2458935.88848925	1	ccd	0.00011124	TESS			
2458935.98944288	1	ccd	0.00009245	TESS			
2458936.09049562	1	ccd	0.00007827	TESS			
2458936.19147399	1	ccd	0.00006008	TESS			
2458936.29255225	1	ccd	0.00006022	TESS			
2458936.39349818	1	ccd	0.00006008	TESS			
2458936.49447438	1	ccd	0.00006021	TESS			
2458936.59549425	1	ccd	0.00006023	TESS			
2458936.69654302	1	ccd	0.00005832	TESS			
2458936.79759704	1	ccd	0.00006129	TESS			
2458936.89870592	1	ccd	0.00005959	TESS			
2458936.99959737	1	ccd	0.00005931	TESS			
2458937.10066427	1	ccd	0.00006034	TESS			
2458937.20157867	1	ccd	0.00005831	TESS			
2458937.30264504	1	ccd	0.00005976	TESS			
2458937.40366119	1	ccd	0.00006032	TESS			
2458937.50471794	1	ccd	0.00005929	TESS			
2458937.60568726	1	ccd	0.00006001	TESS			
2458937.70668173	1	ccd	0.00005902	TESS			
2458937.80768237	1	ccd	0.00005759	TESS			
2458937.90877855	1	ccd	0.00005983	TESS			
2458938.00979611	1	ccd	0.00005921	TESS			
2458938.11079921	1	ccd	0.00006218	TESS			
2458938.21183109	1	ccd	0.00006009	TESS			
2458938.31281888	1	ccd	0.00006041	TESS			
2458938.41382390	1	ccd	0.00005787	TESS			
2458938.51480741	1	ccd	0.00005996	TESS			
2458938.61585482	1	ccd	0.00006005	TESS			
2458938.71678699	1	ccd	0.00006035	TESS			
2458938.81791210	1	ccd	0.00005957	TESS			
2458938.91889945	1	ccd	0.00005758	TESS			
2458939.01997786	1	ccd	0.00005931	TESS			
